,word,type
2203,दोषी,negative
2204,डूब,negative
2205,मेहनती,positive
2206,खुद को,stopword
2207,कृपालु,positive
2208,ईर्ष्यापूर्वक,negative
2209,पठनीय,positive
2210,सरल ,positive
2211,अन्यसंक्रांत,negative
2212,इठला ,negative
2213,प्रोविडेंस,positive
2214,आतंक,negative
2215,हताश,negative
2216,अवैध,negative
2217,गलती,negative
2218,शिलावृष्टि,positive
2219,बहिष्कार,negative
2220,गैंगस्टर,negative
2221,अल्प,negative
2222,अतिवादियों,negative
2223,हत्यारा,negative
2224,गुदगुदी,positive
2225,घुड़कना,negative
2226,खुशीखुशी,positive
2227,बिनाविचारे,negative
2228,अत्युक्ति ,negative
2229,अद्वितीय,positive
2230,अनुपयुक्त ,negative
2231,असहमत,negative
2232,शून्यता,negative
2233,प्रसन्नचित,positive
2234,बकाया,positive
2235,गंध,negative
2236,अपघर्षक,negative
2237,अनिश्चित,negative
2238,अनिर्णय,negative
2239,इठलाना,negative
2240,मनोरंजन,positive
2241,से पहले,stopword
2242,मिटाना,negative
2243,असंयमित ,negative
2244,बहाल,positive
2245,सख़्त,negative
2246,उभयभाविका,negative
2247,अंमुक्त,positive
2248,धमकाने,negative
2249,प्रभावित,positive
2250,बदकिस्मत,negative
2251,लुभावना,positive
2252,उलझाते ,negative
2253,मानो,stopword
2254,सज़ादेना,negative
2255,अविश्वासी,negative
2256,तुच्छ,negative
2257,अश्लीलतापूर्वक,negative
2258,विरोधीप्रसार,negative
2259,दूषित ,negative
2260,सताना,negative
2261,अधिकांश,stopword
2262,मनतोड़ना,negative
2263,घिनोनापन,negative
2264,घमंडी,negative
2265,अमनपसंद,positive
2266,तेजी,positive
2267,अनपेक्षित,negative
2268,अपकार,negative
2269,विश्वप्रसिद्ध,positive
2270,नरभक्षक,negative
2271,आरोपों,negative
2272,गुत्थी,negative
2273,निष्ठाहीन,negative
2274,के बाद,stopword
2275,निन्दक,negative
2276,हूँ,stopword
2277,लगातार,positive
2278,श्रेष्ठता,positive
2279,टकराव,negative
2280,तुच्छता,negative
2281,लेकर,stopword
2282,दिमागउड़ा,positive
2283,मूर्खतापूर्ण,negative
2284,बेलगाम,negative
2285,निहितार्थ,negative
2286,विषादपूर्वक,negative
2287,उन्हें ,stopword
2288,संवेदनशील,positive
2289,उसके,stopword
2290,देशद्रोही,negative
2291,व्यर्थ,negative
2292,कमअंदाज़ा,negative
2293,मजबूत,positive
2294,शांत ,positive
2295,बांटनेवाला,negative
2296,टूटाफूटा,negative
2297,भुलाना,negative
2298,लज्जास्पद ,negative
2299,शानदार,positive
2300,अज्ञेयत्व,negative
2301,रक्षात्मक,positive
2302,चकित,positive
2303,अनायास,positive
2304,सौदा,positive
2305,असत्यधर्मी,negative
2306,कौशलपूर्वक,positive
2307,मनभावन,positive
2308,नापसंद,negative
2309,धोया,negative
2310,झुठलाना,negative
2311,स्खलित,negative
2312,लक्ष्यहीन,negative
2313,मोहित,negative
2314,अतिभारित,negative
2315,संकट,negative
2316,अनुराग,positive
2317,धन्यवाद,positive
2318,अंतिमचेतावनी,negative
2319,बिनाप्रभाव ,negative
2320,आलादर्जे,positive
2321,घबड़ाना,negative
2322,नौटंकी,negative
2323,गरम,positive
2324,तड़पा,negative
2325,रेंगना,negative
2326,बकवास,negative
2327,पीड़ारहित,positive
2328,हानिकारक,negative
2329,नैतिकता,positive
2330,संतोष,positive
2331,विलाप,negative
2332,अरण्य,negative
2333,प्रचंड,negative
2334,उनके,stopword
2335,निडर,negative
2336,तुनकमिजाज,negative
2337,मृत्युहोगई,negative
2338,निष्कासितकरना,negative
2339,नाश,negative
2340,अनुकूलक,positive
2341,दानकर्ता,positive
2342,असमर्थतापूर्वक,negative
2343,फुफकार,negative
2344,असफलता,negative
2345,विभेदक,negative
2346,झुंझलाहट,negative
2347,खिझाते ,negative
2348,ढहजाना,negative
2349,दर्दसेमुक्त,positive
2350,तर्कशीलता,positive
2351,सामान्यबुद्धि,positive
2352,विकृत,negative
2353,चुस्ती ,positive
2354,क़ाबिलियत,positive
2355,लचीलापन,positive
2356,तेज़ी,positive
2357,चुनौती ,negative
2358,गंदा,negative
2359,सशक्तिकरण,positive
2360,झटका,negative
2361,शोचनीय,negative
2362,अपमानित,negative
2363,ठीकदिखने,positive
2364,बंदी,negative
2365,विलासी,positive
2366,भिक्षावृति,negative
2367,प्रवृत्तियों,positive
2368,विजयी,positive
2369,व्याकुल,negative
2370,अकड़,negative
2371,प्रतिष्ठित,positive
2372,मसला ,negative
2373,बौना,negative
2374,मुंहजोर,negative
2375,कि,stopword
2376,दयनीयता ,negative
2377,हड़पनेवाला,negative
2378,लड़ाकुपन,negative
2379,भगदड़,negative
2380,व्यवहारक्षम,positive
2381,अश्राव्य,negative
2382,अतोषणीय,negative
2383,सशक्त,negative
2384,धमकी,negative
2385,नकचढ़ा,negative
2386,प्रचंड,positive
2387,बुद्धि,positive
2388,अच्छाई,positive
2389,दृढ़,positive
2390,काटकर,negative
2391,बलात्कार,negative
2392,छुड़ाना,positive
2393,पड़ना,negative
2394,घातक,negative
2395,बोनस,positive
2396,लालसा,negative
2397,अनिर्दिष्ट,negative
2398,चमकना,positive
2399,अज्ञानी,negative
2400,ठगना,negative
2401,कमियां,negative
2402,जशन,positive
2403,अग्रगण्य,positive
2404,अस्पष्ट,negative
2405,चार्टबस्टर,positive
2406,उत्पादी,positive
2407,किन्हें,stopword
2408,सुरम्य,positive
2409,जायेंगे,stopword
2410,आधुनिक,positive
2411,दुराचारी,negative
2412,स्पृहणीयतापूर्वक,positive
2413,ईमानदार,positive
2414,घबराहट,negative
2415,दरार,negative
2416,तिन,stopword
2417,विलास ,positive
2418,करुणाजनक,negative
2419,स्पष्टतापूर्वक,positive
2420,सीधा,positive
2421,अल्टिमेटम,negative
2422,यहाँ,stopword
2423,अहिंस,positive
2424,धोखा,negative
2425,प्रभुत,positive
2426,जीतने,positive
2427,आनंदित,positive
2428,जर्जर,negative
2429,रहा,stopword
2430,बोरा,negative
2431,चुस्त,positive
2432,बोझ,negative
2433,शक,negative
2434,काटू,negative
2435,अफसोस,negative
2436,गुंजन,negative
2437,श्रद्धा,positive
2438,अनुत्पादक,negative
2439,खौलाना,negative
2440,गगनभेदी,negative
2441,अपरंपरागत,negative
2442,रक्षक,positive
2443,तनाव,negative
2444,असंतुष्टों,negative
2445,लाभार्थी,positive
2446,शरारतपूर्ण,negative
2447,अद्भुत,positive
2448,गिरावट,negative
2449,कलंकारोपणपूर्वक,negative
2450,खूबी ,positive
2451,आकस्मिक,negative
2452,कोड़ेसेमारना,negative
2453,लिया,stopword
2454,तूफानी,negative
2455,आपत्तिजनक,negative
2456,खिन्नता,negative
2457,शुक्र,positive
2458,डूबता ,negative
2459,सुंदरता,positive
2460,सहीठहराया,positive
2461,सकारात्मक,positive
2462,क्षय,negative
2463,थे,stopword
2464,गुस्सा,negative
2465,तबाही,negative
2466,सदाचार,positive
2467,बेचैन,negative
2468,शहादत ,positive
2469,खोदेता ,negative
2470,एस,stopword
2471,पाषंड,negative
2472,अपव्ययिता,negative
2473,बेताल,negative
2474,काटना,negative
2475,धार्मिकता,positive
2476,जाला,negative
2477,आप,stopword
2478,बकवास,negative
2479,कुशलता,positive
2480,गम्भीरता,positive
2481,लानत,negative
2482,दुबला,negative
2483,जोखिममुक्त,positive
2484,हर्षित,positive
2485,देवदूत,positive
2486,जोशीला,positive
2487,सुविधाजनक,positive
2488,विनोदी,positive
2489,कल्पित,negative
2490,प्लश,positive
2491,प्राणहर,negative
2492,संक्रमण,negative
2493,लाभदायक,positive
2494,हरकत,negative
2495,संगत,positive
2496,बचत,positive
2497,आशरण,negative
2498,कट्टरविरोधी,negative
2499,चाहे,positive
2500,अभद्रता,negative
2501,जीत,positive
2502,अच्छे,positive
2503,परित्याग,negative
2504,नकचढ़ापन,negative
2505,उत्तेजित,positive
2506,असीमित,positive
2507,अप्रासंगिकता,negative
2508,दलील,negative
2509,असंतुष्ट,negative
2510,बदमाश,negative
2511,श्रद्धालु,positive
2512,प्राणपोषक,positive
2513,खदबदा,negative
2514,घना,negative
2515,सुवेश,negative
2516,टकराना,negative
2517,जब,stopword
2518,उमसदार,negative
2519,उन्मादपूर्ण,positive
2520,खेदव्यक्त,negative
2521,पहले,stopword
2522,अवज्ञा,negative
2523,कुंठाओं,negative
2524,शुद्धता ,positive
2525,प्रशंसकों,positive
2526,जाती,stopword
2527,मनोरंजक,positive
2528,आश्चर्य,positive
2529,खट्टा,negative
2530,तप,positive
2531,बहादुर,positive
2532,मेलजोल,positive
2533,साधुता,positive
2534,विलोपन,negative
2535,ऐसा,stopword
2536,चाकू,negative
2537,सघन,positive
2538,धीमा,negative
2539,अव्यवहारिक,negative
2540,विद्युतीकरण ,positive
2541,अनावश्यक,negative
2542,विभाजित,negative
2543,दुर्जन,negative
2544,उजड्ड,negative
2545,मुहासेवाला,negative
2546,यही,stopword
2547,चमत्कारपूर्वक,positive
2548,उन्नत,positive
2549,जब तक,stopword
2550,फिर,stopword
2551,ईजादकरना,negative
2552,अंधकार,negative
2553,नास्तिक,negative
2554,नाजुक,positive
2555,प्रियता,positive
2556,शिक्षाप्रद,positive
2557,डींगवाला,negative
2558,असंभवता,negative
2559,रोशन,positive
2560,प्रतिकार ,negative
2561,दुखद,negative
2562,बव्वा,negative
2563,लुभाना,positive
2564,ज़ाहिरदार,positive
2565,पलटना,negative
2566,सर्वश्रेष्ठ,positive
2567,सुंदर,positive
2568,विभेद,negative
2569,अक्षम,negative
2570,शोषण,negative
2571,मुमकिन,positive
2572,उदासी,negative
2573,खड़े,negative
2574,चिड़चिड़पन ,negative
2575,चिपचिपा,negative
2576,असमानता,negative
2577,बिनाशर्त,positive
2578,कष्टप्रद,negative
2579,अक्षम्य,negative
2580,अराजकतावाद,negative
2581,अपुष्ट,negative
2582,नष्ट,negative
2583,होने,stopword
2584,जीवंत,positive
2585,असाधारण,negative
2586,दमभरनेवाला,positive
2587,निष्ठाहीनता,negative
2588,मालिकाना,negative
2589,ध्वंसकारी,negative
2590,एकजुटता,positive
2591,मजाक,negative
2592,चंचल,positive
2593,ईर्षालु,negative
2594,क्षतिग्रस्त,negative
2595,विलासिता,positive
2596,बेस्वाद,negative
2597,बेजोड़ता,negative
2598,अयोग्यतापूर्वक,negative
2599,रोमांस,positive
2600,क्रमशून्य,negative
2601,तगड़ा,positive
2602,अघुलित,negative
2603,सुसुनिकलना,negative
2604,तमाशा,negative
2605,भद्रता,positive
2606,होशियार,positive
2607,बेवफ़ा,negative
2608,मलिन,negative
2609,दूषित,negative
2610,घोलनेवाला,negative
2611,अन्यायपूर्वकशासन,negative
2612,शक्ति ,positive
2613,उकतानेवाला,negative
2614,होना,stopword
2615,करिश्माई,positive
2616,खुशामदी,positive
2617,भीतर,stopword
2618,खलनायक,positive
2619,सीमा,negative
2620,टटोलना,negative
2621,गंभीरता,negative
2622,क्रोधी,negative
2623,कहा,stopword
2624,छेड़छाड़,negative
2625,एकटक,negative
2626,इन,stopword
2627,निंदाकरना ,negative
2628,बेशरम,negative
2629,गढ़ना,negative
2630,दांतेदार,negative
2631,उजड्डपन ,negative
2632,घोटाले,negative
2633,आडंबरपूर्ण,negative
2634,अभिनव,positive
2635,ज़मानत,positive
2636,खतरों,negative
2637,हुए,stopword
2638,ट्रेंडी,positive
2639,वृद्धा,negative
2640,अन्याय,negative
2641,पुष्टि,positive
2642,उत्तेजक,negative
2643,गप्प,negative
2644,निःसत्व ,negative
2645,हानिकर,negative
2646,कठपुतली,negative
2647,आपका,stopword
2648,संतप्त,negative
2649,निष्पक्षता ,positive
2650,चतुरता,positive
2651,अभियोग ,negative
2652,दिलचस्प,positive
2653,रखें,stopword
2654,दूसरा,stopword
2655,सफलताएँ,positive
2656,सम्मान,positive
2657,मिथक,negative
2658,चाव ,positive
2659,आनन्दपूर्वक,positive
2660,जानालाजिमी,positive
2661,रोष,negative
2662,आक्रमणकारी,negative
2663,दखल ,negative
2664,महंगा,negative
2665,घेराबंदी,negative
2666,भ्रामक,negative
2667,असंयत,positive
2668,बलहीन ,negative
2669,असंभावना ,negative
2670,चुभता,negative
2671,आर्थिकतंगी,negative
2672,रोग,negative
2673,ऊंचा,positive
2674,भद्दा,negative
2675,मंजूरी,positive
2676,कैसे,stopword
2677,लाचार,negative
2678,बेहूदा,negative
2679,दुबकना,negative
2680,अन्धकारमय,negative
2681,अन्यसंक्रामण,negative
2682,बैरपूर्ण,negative
2683,बदकार,negative
2684,उपलब्ध,positive
2685,अहंकृति,negative
2686,प्रगति,positive
2687,खुलेपन,negative
2688,दमिस,negative
2689,मायूसी ,negative
2690,उछाल,positive
2691,सूजन,negative
2692,अंतड़ीनिकालना,negative
2693,जुर्माना,positive
2694,उदार,positive
2695,डॉटना,negative
2696,विचित्र,positive
2697,बहानेबाजी,negative
2698,कांटेदार,negative
2699,शांतिसैनिकों,positive
2700,सत्कार,positive
2701,अक्खड़,negative
2702,वशमेंकरलेना,negative
2703,ख़लबली ,negative
2704,हथकंड,negative
2705,धोके,negative
2706,एकतरफ़ा,negative
2707,व्यापक,negative
2708,खुरचना,negative
2709,सनकी,negative
2710,अनुभवहीन,negative
2711,अधर्म,negative
2712,बेचान,positive
2713,अथाह,negative
2714,गलततरीके ,negative
2715,जवाबीहमला,positive
2716,अपरिमेय,negative
2717,स्थान,stopword
2718,आलिंगन,positive
2719,सभ्य ,positive
2720,कंगाल,negative
2721,दगा,negative
2722,पेराई,negative
2723,विश्वासपूर्वक,positive
2724,किसी,stopword
2725,मसलना,negative
2726,भावुकतापूर्ण ,positive
2727,अनुकूलनीय,positive
2728,उतावलापन,negative
2729,हार्दिक,positive
2730,द्रोहपूरवक,negative
2731,घिनौना,negative
2732,उत्कृष्टता,positive
2733,दुर्व्यवहार,negative
2734,स्वेच्छा,positive
2735,मलिनता,negative
2736,अभिपुष्टि,positive
2737,वंचित,negative
2738,अश्लीलता,negative
2739,बाला,stopword
2740,मनोहर,positive
2741,प्रभावशाली,positive
2742,विलम्बित,negative
2743,भौचक्का,negative
2744,विसंगतियों,negative
2745,किसे,stopword
2746,प्यार,positive
2747,कष्टकरता ,negative
2748,हड़पना,negative
2749,प्रतिशोध,negative
2750,आज़ाद,positive
2751,कमियों,negative
2752,पदघटानेवाला,negative
2753,अस्वाभाविक,negative
2754,मार्गदर्शन,positive
2755,खिल्लीउड़ाते,negative
2756,है,stopword
2757,विचित्र,negative
2758,भरोसे,positive
2759,लटकाना,negative
2760,शानदार ,positive
2761,भयभीत,negative
2762,कोलहल ,negative
2763,इसमें,stopword
2764,उड़ान,negative
2765,चमत्कारिक ,positive
2766,सक्षम,positive
2767,किस,stopword
2768,सुविधा,positive
2769,डरावना,negative
2770,ठीक,positive
2771,विलंबता,negative
2772,बहाना,negative
2773,अत्याचारी,negative
2774,दयनीय,negative
2775,शंका,negative
2776,ध्यानदेने ,positive
2777,आशीर्वाद ,positive
2778,धाराप्रवाह,positive
2779,राजद्रोह,negative
2780,से अधिक,stopword
2781,चुनौतीपूर्ण,negative
2782,उसका,stopword
2783,अनुग्राही,positive
2784,मिथ्यावैभव ,negative
2785,तिरस्कारी,negative
2786,चारपाई,negative
2787,निंदा,negative
2788,मुद्दा,negative
2789,आलोचनात्मक,negative
2790,उदासहोना,negative
2791,अनपढ़,negative
2792,विस्मय,positive
2793,बिगड़ना,negative
2794,तहसनहस,negative
2795,निहायत,stopword
2796,संशय,negative
2797,प्रवीण,positive
2798,हतोत्साह,negative
2799,प्रधानता,negative
2800,क्षीणतापूर्वक,negative
2801,प्रशंसापूर्वक,positive
2802,गालियां ,negative
2803,कुरता,negative
2804,जैसा,stopword
2805,सर्द,negative
2806,संघर्ष,negative
2807,शोरग़ुल,negative
2808,बेहतर,positive
2809,विलापकरना,negative
2810,मजाक,positive
2811,दृढ़रहना,positive
2812,पतन,negative
2813,असुधार्य,negative
2814,वैलक्षण्य,negative
2815,अदभुत रूप,positive
2816,प्रशंसक,positive
2817,ताना,negative
2818,मृगतृष्णा,negative
2819,दरारें,negative
2820,जंगली,negative
2821,मिलावटी,negative
2822,अवमानी,negative
2823,युवा,positive
2824,बहाव,positive
2825,घमंड,negative
2826,अधीनता,negative
2827,दरिद्रता,negative
2828,प्रेरणादायक,positive
2829,आत्मतख्तापलट,negative
2830,हिमस्खलन,negative
2831,असजीलाता,negative
2832,खड़ी,negative
2833,अस्पष्टीकृत,negative
2834,शांतिप्रिय,positive
2835,गौर,positive
2836,झगड़ा,negative
2837,पारिश्रमिक ,positive
2838,अराजभक्त,negative
2839,निर्माण,negative
2840,आज,stopword
2841,विपुल,positive
2842,अमित्र,negative
2843,प्रतिघात,negative
2844,कर्कशा,negative
2845,बेअसर,negative
2846,झल्ला,negative
2847,निर्भीक,positive
2848,प्यारबचाना,positive
2849,मे,stopword
2850,दुस्साहस,negative
2851,मणि,positive
2852,सदोष,negative
2853,अपर्याप्त,negative
2854,बेदर्द,negative
2855,दीवाना,negative
2856,किरकिरा,negative
2857,आघात,negative
2858,बहुश्रुत,positive
2859,नजरअंदाज,negative
2860,चौंक,negative
2861,गरज,negative
2862,जादुई,positive
2863,आक्रामक,negative
2864,करामाती,positive
2865,कडाई ,negative
2866,ग़मगीन,negative
2867,घूसदेना,positive
2868,उनका,stopword
2869,खेदजनक ,negative
2870,विपत्तिपूर्ण,negative
2871,रिटायर,negative
2872,ओवरटेक,positive
2873,चरमराहट,negative
2874,खुलेतौर,positive
2875,फ़रिश्ता,positive
2876,मास्टर,positive
2877,दोनों,stopword
2878,शोर,negative
2879,ठोकर,negative
2880,तब,stopword
2881,समृद्धि,positive
2882,अचूक,positive
2883,घटती,negative
2884,दिलसे,positive
2885,खड़खड़,negative
2886,व्यस्त,negative
2887,उदारतापूर्वक,positive
2888,मसाला,positive
2889,सरगर्मी,positive
2890,थकावट,negative
2891,गिरावट,negative
2892,कैंसर,negative
2893,सिफारिश,positive
2894,यादगार,positive
2895,मानहानिकारक,negative
2896,धक्कों,negative
2897,बचकाना,negative
2898,घृणित,negative
2899,रोचक,positive
2900,अवज्ञापूर्वक,negative
2901,सोना,positive
2902,उच्चकीमत,negative
2903,योग्य,positive
2904,सत्य,positive
2905,वापस,positive
2906,चमत्कारपूर्ण,positive
2907,खींचना,negative
2908,यातना,negative
2909,निष्प्रभावी,negative
2910,देशभक्त,positive
2911,खुजली,negative
2912,हैरत,negative
2913,उचकाना,negative
2914,बलिकाबकरा,negative
2915,अनिधिक,negative
2916,तोहमतलगाना,negative
2917,साहसी,positive
2918,अराजक,negative
2919,प्रेरणा,positive
2920,परेशानी,positive
2921,बदबू,negative
2922,निष्फलता,negative
2923,सख्ती ,negative
2924,आकांक्षाओं,positive
2925,तुम,stopword
2926,भेदभाव,negative
2927,गलतियों,negative
2928,कफन,negative
2929,षड्यंत्रकारियों,negative
2930,शत्रुतापूर्ण,negative
2931,जंग,negative
2932,बही,stopword
2933,अधिकमूल्यांकन,negative
2934,यहां,stopword
2935,रोबदार,positive
2936,सम्मानित,positive
2937,ठेसपहुंचाना,negative
2938,मग्न ,positive
2939,ढील,positive
2940,संदेहवादी,negative
2941,यथायोग्य,positive
2942,वीरतापूर्वक,positive
2943,अवमानना,negative
2944,दढ़ता,negative
2945,सभ्य,positive
2946,प्रभावी,positive
2947,मेरा,stopword
2948,मुकाबिला,negative
2949,किसको,stopword
2950,क्यूंकि,stopword
2951,मिलीभगत,negative
2952,छिटपुट,negative
2953,विरोधीकब्जे,negative
2954,अस्वस्थ,negative
2955,निर्धन,negative
2956,सुगंधित,positive
2957,संभाषण ,negative
2958,आश्वासनों,positive
2959,अत,stopword
2960,दुःख,negative
2961,संदेह,negative
2962,मुसीबत,negative
2963,न्यायपूर्वक,positive
2964,प्रेरित,positive
2965,शोकान्वित,negative
2966,छोटा,negative
2967,दुर्घटनाओं,negative
2968,जिस,stopword
2969,उत्तरदायी,positive
2970,सैद्धांतिक,positive
2971,नायिका,positive
2972,दूष्टिकरना,negative
2973,असभ्यतापूर्वक,negative
2974,समझाना,positive
2975,कृपा,positive
2976,अमोघ,positive
2977,मीठा,positive
2978,जहरीला,negative
2979,फंसाना,negative
2980,मुदित,positive
2981,अशुद्ध,negative
2982,भूखा,negative
2983,संत्रस्त ,negative
2984,मास्टर,positive
2985,स्वांग,positive
2986,पूर्वाग्रहों,negative
2987,प्रचलित,positive
2988,सैलाब,negative
2989,फेंकना,negative
2990,सनसनीखेज,positive
2991,ताज़ाकरना,positive
2992,बेतहाशा,negative
2993,घेरलेना,negative
2994,सींचना,negative
2995,आक्रंदन,negative
2996,गालीगलौज,negative
2997,राजस्व,positive
2998,छल,negative
2999,भुलक्कड़,negative
3000,सुसंगत,positive
3001,प्रतिभाशाली,positive
3002,प्रखरतापूर्वक,negative
3003,देशद्रोह,negative
3004,सांत्वना,positive
3005,दुर्घटना,negative
3006,कुंठित,negative
3007,भयप्रद,negative
3008,मरना,negative
3009,यश,positive
3010,उसे,stopword
3011,छिप,negative
3012,फायदे,positive
3013,असमर्थनीय,negative
3014,गद्दारों,negative
3015,अलबेला,positive
3016,प्रेमहीन,negative
3017,सीधा,positive
3018,अभाव,negative
3019,मुस्कराकर,positive
3020,प्रदूषण,negative
3021,अकृतज्ञ,negative
3022,खुशामद ,positive
3023,भयातुर,negative
3024,बाधाडालना,negative
3025,सनक,negative
3026,अपूर्वदृष्ट,negative
3027,बनी,stopword
3028,ग्रहणकरना,positive
3029,शान,positive
3030,बेकारी ,negative
3031,पराभव,negative
3032,बचाव,positive
3033,लंबेसमय ,positive
3034,खंडित,negative
3035,हंसीउड़ाना,negative
3036,चमत्कारी ,positive
3037,निष्क्रियता,negative
3038,प्रशंसनीय,positive
3039,दबाने,negative
3040,दयालुता,positive
3041,मुक्ति,positive
3042,अंहकारी,negative
3043,दुर्भाग्य,negative
3044,सांस,positive
3045,प्रशंसापूर्ण,positive
3046,समृद्ध,positive
3047,असभ्य,negative
3048,माना,positive
3049,पुरानी,negative
3050,जान,positive
3051,अशिष्ट,negative
3052,अशांत,negative
3053,गूंजना,positive
3054,वापसी,positive
3055,बुराई,negative
3056,विख्यात,positive
3057,शोककरना,negative
3058,जड़वत,negative
3059,चूक,negative
3060,उत्सुक,positive
3061,उन्हीं,stopword
3062,अकेला,negative
3063,जर्द,negative
3064,असंवैधानिक,negative
3065,रक्तहीनता ,negative
3066,आनंदमय,positive
3067,आक्रमण,negative
3068,काउंटर ,negative
3069,नासमझ,negative
3070,कसाईखाना,negative
3071,लालची,negative
3072,बेहतरीन,positive
3073,महत्वपूर्ण,positive
3074,क्षति,negative
3075,बदमाशों,negative
3076,अधिवक्ताओं,positive
3077,विभोर ,positive
3078,इंगित,positive
3079,आवेगपूर्ण,negative
3080,अज्ञान,negative
3081,अतिदेय,negative
3082,उल्लंघन,negative
3083,बड़े,stopword
3084,झुनझुनी,positive
3085,प्रबोधन,positive
3086,शोर,positive
3087,अर्चक,positive
3088,कठिनाई,negative
3089,आश्चर्य ,positive
3090,अकल्पनीय,negative
3091,मदद,positive
3092,अनियमितता,negative
